TABLE_NAME,Column_Name,Description
vw_DataFormItem,DataFormItemKEY,
vw_DataFormItem,WBSID,
vw_DataFormItem,WeightOfWhole,
vw_DataFormItem,ProjectKey,
vw_DataFormItem,ProjectName,
vw_DataFormItem,DataFormItemPK,
vw_DataFormItem,DataFormItemTitle,
vw_DataFormItem,Duration,
vw_DataFormItem,DurationUnit,
vw_DataFormItem,ActualStartDate_MiladiDate,
vw_DataFormItem,ActualEndDate_MiladiDate,
vw_DataFormItem,PlanStartDate_MiladiDate,
vw_DataFormItem,PlanEndDate_MiladiDate,
vw_DataFormItem,ActualProgress,
vw_DataFormItem,PlanProgress,
vw_DataFormItem,DisciplineName,
vw_DataFormItem,DFITypeName,
vw_DataFormItem,WorkflowModelName,
vw_DataFormItem,حجم,
vw_DataFormItem,اختصار حجم,
vw_DataFormItem,واحد حجم,
vw_DataFormItem,AssignedUsers,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#برنامه_عملیاتی_,ID,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#برنامه_عملیاتی_,ParentID,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#برنامه_عملیاتی_,ProjectID,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#برنامه_عملیاتی_,در_صورت_داشتن_برنامه_عملیاتی,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,ID,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,ParentID,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,ProjectID,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,متن_حکم,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,شناسه_حکم,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,موضوع_,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,ID,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,ParentID,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,ProjectID,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,سال_پنجم,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,در_صورت_داشتن_هدف_کمی__میزان_تحقق_در_سال_اول_,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,سال_چهارم,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,سال_دوم,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,سال_سوم,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,ID,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,ParentID,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,ProjectID,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,واحد_همکار,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,واحد_همکار_درون_سازمانی_,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,دستگاه_متولی_برون_سازمانی_,
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,واحد_اصلی,
vw_FB_فرم_آپلود_فایل,ID,
vw_FB_فرم_آپلود_فایل,ParentID,
vw_FB_فرم_آپلود_فایل,ProjectID,
vw_FB_فرم_آپلود_فایل,نام_و_نام_خانوادگی,
vw_FB_فرم_اقای_احمدی,ID,
vw_FB_فرم_اقای_احمدی,ParentID,
vw_FB_فرم_اقای_احمدی,ProjectID,
vw_FB_فرم_اقای_احمدی,متن,
vw_FB_فرم_اقای_احمدی#child,ID,
vw_FB_فرم_اقای_احمدی#child,ParentID,
vw_FB_فرم_اقای_احمدی#child,ProjectID,
vw_FB_فرم_اقای_احمدی#child,میزان_تحقق_,
vw_FB_فرم_برنامه_هفتم,ID,
vw_FB_فرم_برنامه_هفتم,ParentID,
vw_FB_فرم_برنامه_هفتم,ProjectID,
vw_FB_فرم_برنامه_هفتم,واحد_همکار_درون_سازمانی_,
vw_FB_فرم_برنامه_هفتم,توضیحات_,
vw_FB_فرم_برنامه_هفتم,شناسه_حکم,
vw_FB_فرم_برنامه_هفتم,متن_حکم,
vw_FB_فرم_برنامه_هفتم,موضوع_,
vw_FB_فرم_برنامه_هفتم,در_صورت_داشتن_برنامه_عملیاتی_,
vw_FB_فرم_برنامه_هفتم,اصلی_,
vw_FB_فرم_برنامه_هفتم,همکار_,
vw_FB_فرم_برنامه_هفتم,دستگاه_متولی_برون_سازمانی_,
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,ID,
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,ParentID,
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,ProjectID,
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,زمان_اقدام,
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,واحد_سنجش,
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,خروجی_مورد_انتظار_,
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,میزان_تحقق_خروجی,
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,اقدامات_آتی,
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,شرح_اقدامات_حوزه_همکار_,
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,موانع_اجرایی,
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,شرح_اقدامات_حوزه_متولی_,
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,ID,
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,ParentID,
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,ProjectID,
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,شرح_فعالیت,
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,خروجی,
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,زمان_پایان,
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,عنوان_برنامه_عملیاتی,
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,درصد_پیشرفت,
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,زمان_شروع_,
vw_FB_فرم_برنامه_هفتم#هدف_کمی,ID,
vw_FB_فرم_برنامه_هفتم#هدف_کمی,ParentID,
vw_FB_فرم_برنامه_هفتم#هدف_کمی,ProjectID,
vw_FB_فرم_برنامه_هفتم#هدف_کمی,میزان_تحقق_,
vw_Invoice,InvoiceKey,
vw_Invoice,ContractPK,
vw_Invoice,ContractTitle,
vw_Invoice,InvoiceNumber,
vw_Invoice,DateReceived,
vw_Invoice,DateIssued,
vw_Invoice,Amount,
vw_Invoice,PreviousAccepted,
vw_Invoice,FinalAcceptedAmount,
vw_Invoice,CBSPK,
vw_Invoice,CBSName,
vw_Invoice,ValueAddedTax,
vw_Issues,IssuesKEY,
vw_Issues,OrganizationUnitID,
vw_Issues,IssuesTitle,
vw_Issues,Description,
vw_Issues,ActionDescription,
vw_Issues,Severity,
vw_Issues,IdentificationDate_GeorgianDate,
vw_Issues,DueDate_GeorgianDate,
vw_Issues,Resolution,
vw_Issues,AssignedTo,
vw_Issues,CategoryPK,
vw_Issues,AssignedUserDetailsUserName,
vw_Issues,AssignedUserDetailsFirstName,
vw_Issues,AssignedUserDetailsLastName,
vw_Issues,ProjectIssueStatusName,
vw_Issues,CreatorUserDetailsUserName,
vw_Issues,CreatorUserDetailsFirstName,
vw_Issues,CreatorUserDetailsLastName,
vw_Issues,LastModifierUserDetailsUserName,
vw_Issues,LastModifierUserDetailsFirstName,
vw_Issues,LastModifierUserDetailsLastName,
vw_Issues,ProjectPK,
vw_Issues,ProjectName,
vw_Issues,ProjectIssueCategoriesTitle,
vw_Issues,Name,
vw_Issues,AssignedUserDetailsFullName,
vw_Issues,CreatorUserDetailsFullName,
vw_Issues,LastModifierUserDetailsFullName,
vw_Issues,ReferCount,
vw_Issues,StakeholderName,
vw_OrganizationUnit,StakeholderID,
vw_OrganizationUnit,OrganizationUnitTitle,
vw_OrganizationUnit,ParentID,
vw_OrganizationUnit,ProgProgress,
vw_OrganizationUnit,ActualProgress,
vw_OrganizationUnitType,OrganizationUnitTypeKEY,
vw_OrganizationUnitType,OrganizationUnitTypeTitle,
vw_OrganUnitScurve,GFromDate,
vw_OrganUnitScurve,GTodate,
vw_OrganUnitScurve,OrgTitle,
vw_OrganUnitScurve,ParentId,
vw_OrganUnitScurve,Prog,
vw_OrganUnitScurve,Actual,
vw_OrganUnitScurve,TimePeriodtxt,
vw_Payments,PaymentKEY,
vw_Payments,OrganizationUnitPK,
vw_Payments,OrganUnitName,
vw_Payments,ParentPK,
vw_Payments,DocumentNumber,
vw_Payments,PaiementDateKEY,
vw_Payments,Amount,
vw_Payments,CurrencyName,
vw_Payments,InvoicePK,
vw_Payments,InvoiceNumber,
vw_Payments,ProjectPK,
vw_Payments,ProjectName,
vw_Payments,CBSPK,
vw_Payments,CBSName,
vw_Payments,ContractPK,
vw_Payments,CostCenterPK,
vw_Payments,CostCenterName,
vw_Payments,PaymentBehalfPK,
vw_Payments,PaymentBehalfName,
vw_Payments,PaymentTypePK,
vw_Payments,PaymentTypeName,
vw_Photos,PhotosPK,
vw_Photos,ProjectPK,
vw_Photos,PhotoValue,
vw_PlanHistory,PlanHistoryKEY,
vw_PlanHistory,ProjectName,
vw_PlanHistory,WBSPK,
vw_PlanHistory,wbsName,
vw_PlanHistory,ProjectPlanPK,
vw_PlanHistory,ProjectPlanName,
vw_PlanHistory,CreationTime,
vw_PlanHistory,PlanStartDate,
vw_PlanHistory,PlanEndDate,
vw_ProjectGroup,ProjectGroupPK,
vw_ProjectGroup,ProjectGroupName,
vw_ProjectGroupScurve,DateType,
vw_ProjectGroupScurve,GFromDate,
vw_ProjectGroupScurve,GToDate,
vw_ProjectGroupScurve,PlanPer,
vw_ProjectGroupScurve,ActualPer,
vw_ProjectGroupScurve,PlanCommulative,
vw_ProjectGroupScurve,ActualCommulative,
vw_ProjectGroupScurve,ProjectGroupID,
vw_ProjectGroupScurve,TimePeriod,
vw_ProjectMonthlyReport,ProjectMonthlyReportKEY,
vw_ProjectMonthlyReport,ProjectPK,
vw_ProjectMonthlyReport,PrjName,
vw_ProjectMonthlyReport,StatusTitle,
vw_ProjectMonthlyReport,CreationTime,
vw_ProjectMonthlyReport,DoneWorkTitle,
vw_ProjectMonthlyReport,DoneWorkWorkDescription,
vw_ProjectMonthlyReport,FutureWorkTitle,
vw_ProjectMonthlyReport,FutureWorkDescription,
vw_ProjectMonthlyReport,IsDone,
vw_ProjectMonthlyReport,ReportNumber,
vw_ProjectPlan,ProjectPlanPK,
vw_ProjectPlan,ProjectPlanName,
vw_ProjectPlan,ProjectPK,
vw_ProjectPlan,ProjectName,
vw_ProjectPlan,isDefault,
vw_ProjectPlanProgress,کد پروژه,
vw_ProjectPlanProgress,نام پروژه,
vw_ProjectPlanProgress,تاریخ,
vw_ProjectPlanProgress,پیشرفت واقعی,
vw_ProjectPlanProgress,پیشرفت برنامه ای,
vw_Projects,ProjectKEY,
vw_Projects,OrganizationUnitID,
vw_Projects,PMFullName,
vw_Projects,TaskMaster,
vw_Projects,Contractor,
vw_Projects,Supervisor,
vw_Projects,ContractNo,
vw_Projects,ProjectNO,
vw_Projects,ContractSubject,
vw_Projects,ProjectManager,
vw_Projects,Consultant,
vw_Projects,Client,
vw_Projects,DefaultLocationTitle,
vw_Projects,کد پروژه,
vw_Projects,نام پروژه,
vw_Projects,نوع پروژه,
vw_Projects,وضعیت پروژه,
vw_Projects,واحد سازمانی پروژه,
vw_Projects,پیشرفت واقعی,
vw_Projects,پیشرفت برنامه ای,
vw_Projects,کشور پروژه,
vw_Projects,استان پروژه,
vw_Projects,شهر پروژه,
vw_Projects,ParentID,
vw_Projects,WeightOfParentProject,
vw_Projects,اسکلت سازه,
vw_Projects,برچسب,
vw_Projects,بهره بردار,
vw_Projects,پیوست دارد,
vw_Projects,تست date,
vw_Projects,تست طراحی,
vw_Projects,تست عدد,
vw_Projects,روش اداره ی پروژه,
vw_Projects,سبد,
vw_Projects,سطح تصویت,
vw_Projects,شرح نیاز مشتری,
vw_Projects,فیلد1,
vw_Projects,ماهیت,
vw_Projects,مبلغ اولیه تأمین شده,
vw_Projects,مدت اجرای پروژه (تخمین) ,
vw_Projects,مدیر پروژه,
vw_Projects,نیروی انسانی مورد نیاز,
vw_Projects,هدف,
vw_Projects,کابر 1,
vw_Projects,کاربر 2,
vw_Projects,روش اداره ی پروژه (از نحوه),
vw_Projects,چارچوب,
vw_Projects,ProjectTypeName,
vw_Projects,CurrencyName,
vw_ProjectScurve,GFromDate,
vw_ProjectScurve,GToDate,
vw_ProjectScurve,PlanPer,
vw_ProjectScurve,ActualPer,
vw_ProjectScurve,PlanCommulative,
vw_ProjectScurve,ActualCommulative,
vw_ProjectScurve,ProjectID,
vw_ProjectScurve,TimePeriod,
vw_ResourceUsage,VolUnit,
vw_ResourceUsage,ProjectID,
vw_ResourceUsage,ResourceID,
vw_ResourceUsage,UsageAmount,
vw_ResourceUsage,Comments,
vw_ResourceUsage,Cost,
vw_ResourceUsage,WBSID,
vw_ResourceUsage,Abbriviation,
vw_ResourceUsage,ResourceName,
vw_ResourceUsage,ResourceTypeName,
vw_ResourceUsage,ResourceGroupName,
vw_ResourceUsage,WBSName,
vw_ResourceUsage,WBSCode,
vw_ResourceUsage,ActivityCode,
vw_ResourceUsage,WBSPath,
vw_ResourceUsage,ActualStartDate_MiladiDate,
vw_Risks,RisksKEY,
vw_Risks,OrganizationUnitID,
vw_Risks,OrganUnitName,
vw_Risks,ParentID,
vw_Risks,RiskTitle,
vw_Risks,Description,
vw_Risks,Severity,
vw_Risks,IdentificationDate_GeorgianDate,
vw_Risks,DueDate_GeorgianDate,
vw_Risks,Resolution,
vw_Risks,AssignedTo,
vw_Risks,Type,
vw_Risks,Probability,
vw_Risks,DetectionCapability,
vw_Risks,Sign,
vw_Risks,SupportResponse,
vw_Risks,AssignedUserDetailsUserName,
vw_Risks,AssignedUserDetailsFirstName,
vw_Risks,AssignedUserDetailsLastName,
vw_Risks,CreatorUserDetailsUserName,
vw_Risks,CreatorUserDetailsFirstName,
vw_Risks,CreatorUserDetailsLastName,
vw_Risks,LastModifierUserDetailsUserName,
vw_Risks,LastModifierUserDetailsFirstName,
vw_Risks,LastModifierUserDetailsLastName,
vw_Risks,ProjectPK,
vw_Risks,ProjectName,
vw_Risks,ProjectRiskCategoriesTitle,
vw_Risks,RiskStatusName,
vw_Risks,ReferCount,
vw_Risks,ActionDescription,
vw_Risks,StakeholderName,
vw_WBS,ParentID,
vw_WBS,WbsId,
vw_WBS,Duration,
vw_WBS,DurationUnit,
vw_WBS,IsActivity,
vw_WBS,Code,
vw_WBS,Name,
vw_WBS,ActivityCode,
vw_WBS,GeorgianDate_PlanEndDate,
vw_WBS,GeorgianDate_PlanStartDate,
vw_WBS,GeorgianDate_ActualEndDate,
vw_WBS,GeorgianDate_ActualStartDate,
vw_WBS,IsMilestone,
vw_WBS,PrjId,
vw_WBS,ProjectName,
vw_WBS,OrgID,
vw_WBS,Weight,
vw_WBS,Critical,
vw_WBS,PlanProgress,
vw_WBS,ActualProgress,
vw_WBS,FieldProgress,
vw_WBS,lvl,
vw_WBS,ParentPath,
vw_WorkItems,DataFormItemPK,
vw_WorkItems,WBSID,
vw_WorkItems,WeightOfWhole,
vw_WorkItems,ProjectKEY,
vw_WorkItems,آیدی قلم کاری,
vw_WorkItems,کد پروژه,
vw_WorkItems,نام پروژه,
vw_WorkItems,کد قلم کاری,
vw_WorkItems,عنوان قلم کاری,
vw_WorkItems,تاریخ شروع برنامه ای قلم کاری-سال,
vw_WorkItems,تاریخ شروع برنامه ای قلم کاری-ماه,
vw_WorkItems,تاریخ شروع برنامه ای قلم کاری-روز,
vw_WorkItems,تاریخ شروع برنامه ای قلم کاری,
vw_WorkItems,تاریخ شروع واقعی قلم کاری-سال,
vw_WorkItems,تاریخ شروع واقعی قلم کاری-ماه,
vw_WorkItems,تاریخ شروع واقعی قلم کاری-روز,
vw_WorkItems,تاریخ شروع واقعی قلم کاری,
vw_WorkItems,تاریخ پایان برنامه ای قلم کاری-سال,
vw_WorkItems,تاریخ پایان برنامه ای قلم کاری-ماه,
vw_WorkItems,تاریخ پایان برنامه ای قلم کاری-روز,
vw_WorkItems,تاریخ پایان برنامه ای قلم کاری,
vw_WorkItems,تاریخ پایان واقعی قلم کاری-سال,
vw_WorkItems,تاریخ پایان واقعی قلم کاری-ماه,
vw_WorkItems,تاریخ پایان واقعی قلم کاری-روز,
vw_WorkItems,تاریخ پایان واقعی قلم کاری,
vw_WorkItems,پیشرفت برنامه قلم کاری,
vw_WorkItems,پیشرفت واقعی قلم کاری,
vw_WorkItems,نام دیسیپلین قلم کاری,
vw_WorkItems,نام چرخه کاری قلم کاری,
vw_WorkItems,نوع قلم کاری,
vw_WorkItems,SubProjectID,
vw_WorkItems,استان,
vw_WorkItems,سایت,
vw_WorkItems,شهر,
vw_WorkItems,مسول,
