TABLE_NAME,Column_Name,Description
Report.vw_CBS,EURAmmount,"Budget amount in Euros (EUR)"
Report.vw_CBS,AEDAmmount,"Budget amount in UAE Dirham (AED)"
Report.vw_CBS,WBSID,"Identifier for the associated Work Breakdown Structure (WBS) node"
Report.vw_Contracts,Contractkey,"Unique primary key for the contract record"
Report.vw_Contracts,ContractNumber,"Official alphanumeric number assigned to the contract"
Report.vw_Contracts,ContractTitle,"Official title or name of the contract"
Report.vw_Contracts,IsCashIn,"Boolean indicating if the contract generates revenue (Cash In)"
Report.vw_Contracts,ProjectKEY,"Unique identifier for the project related to the contract"
Report.vw_Contracts,ProjectName,"Name of the associated project"
Report.vw_Contracts,ContractStatusName,"Current status of the contract (e.g., Active, Closed, Suspended)"
Report.vw_Contracts,ContractedStartDate_Year,"Year of the contracted start date"
Report.vw_Contracts,ContractedStartDate_Month,"Month of the contracted start date"
Report.vw_Contracts,ContractedStartDate_Day,"Day of the contracted start date"
Report.vw_Contracts,ContractedStartDate_PersianDate,"Contracted start date in the Persian (Jalali) calendar"
Report.vw_Contracts,ContractedStartDate_MiladiDate,"Contracted start date in the Gregorian calendar"
Report.vw_Contracts,ContractFinishDate_Year,"Year of the contracted finish date"
Report.vw_Contracts,ContractFinishDate_Month,"Month of the contracted finish date"
Report.vw_Contracts,ContractFinishDate_Day,"Day of the contracted finish date"
Report.vw_Contracts,ContractFinishDate_PersianDate,"Contracted finish date in the Persian (Jalali) calendar"
Report.vw_Contracts,ContractFinishDate_MiladiDate,"Contracted finish date in the Gregorian calendar"
Report.vw_Contracts,ActualProgress,"Actual physical or financial progress percentage of the contract"
Report.vw_Contracts,PlanProgress,"Planned physical or financial progress percentage of the contract"
Report.vw_Contracts,ContractAmount,"Initial financial value/amount of the contract"
Report.vw_Contracts,ContractFinalAmount,"Final financial value of the contract after amendments"
Report.vw_Contracts,SumContractAmendment,"Total sum of all financial amendments made to the contract"
Report.vw_Contracts,ContractDate_Year,"Year the contract was officially signed/dated"
Report.vw_Contracts,ContractDate_Month,"Month the contract was officially signed/dated"
Report.vw_Contracts,ContractDate_Day,"Day the contract was officially signed/dated"
Report.vw_Contracts,ContractDate_MiladiDate,"Date the contract was signed in the Gregorian calendar"
Report.vw_Contracts,AmountPayment,"Total amount paid out against this contract"
Report.vw_Contracts,AmountInvoice,"Total amount invoiced against this contract"
Report.vw_Contracts,CountContractAmendment,"Total number of amendments applied to the contract"
Report.vw_Contracts,CountInvoice,"Total number of invoices submitted for the contract"
Report.vw_Contracts,MaxAmendmentDate_Year,"Year of the most recent contract amendment"
Report.vw_Contracts,MaxAmendmentDate_Month,"Month of the most recent contract amendment"
Report.vw_Contracts,MaxAmendmentDate_Day,"Day of the most recent contract amendment"
Report.vw_Contracts,MaxAmendmentDate_MiladiDate,"Gregorian date of the most recent contract amendment"
Report.vw_Contracts,MaxInvoice_Year,"Year of the most recently submitted invoice"
Report.vw_Contracts,MaxInvoice_Month,"Month of the most recently submitted invoice"
Report.vw_Contracts,MaxInvoice_Day,"Day of the most recently submitted invoice"
Report.vw_Contracts,MaxInvoice_MiladiDate,"Gregorian date of the most recently submitted invoice"
Report.vw_Contracts,CountPayment,"Total number of payments made against the contract"
Report.vw_Contracts,MaxPaiementDate_Year,"Year of the most recent payment"
Report.vw_Contracts,MaxPaiementDate_Month,"Month of the most recent payment"
Report.vw_Contracts,MaxPaiementDate_Day,"Day of the most recent payment"
Report.vw_Contracts,MaxPaiementDate_MiladiDate,"Gregorian date of the most recent payment"
Report.vw_Contracts,پیوست گردش قراداد مطالعه شد.,"Boolean indicating if the contract circulation attachment has been reviewed"
Report.vw_Contracts,تاریخ شروع کار پیمانکار - فرم گردش قرارداد,"Contractor's start date as specified in the contract circulation form"
Report.vw_Contracts,تضمین انجام تعهدات,"Details or amount of the performance guarantee for contractual obligations"
Report.vw_Contracts,شماره طرف قرارداد,"Identification number of the contracting party/contractor"
Report.vw_Contracts,شماره فرم گردش قرارداد,"Document number of the contract circulation form"
Report.vw_Contracts,مدت دوره تضمین - فرم گردش قرارداد,"Duration of the warranty/guarantee period from the circulation form"
Report.vw_Contracts,نام کارگاه - فرم گردش قراداد,"Name of the site or workshop as stated in the circulation form"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#برنامه_عملیاتی_,ID,"Unique ID for the operational plan record under the 7th Progress Plan"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#برنامه_عملیاتی_,ParentID,"Parent identifier linking to the main mandate"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#برنامه_عملیاتی_,ProjectID,"Identifier for the related project"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#برنامه_عملیاتی_,در_صورت_داشتن_برنامه_عملیاتی,"Flag/Details indicating if an operational plan exists"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,ID,"Unique ID for the mandate ID card record"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,ParentID,"Parent identifier for hierarchical mandate structuring"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,ProjectID,"Identifier for the related project"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,متن_حکم,"Full text of the legal decree or mandate"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,شناسه_حکم,"Official reference code or identifier of the mandate"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,موضوع_,"Subject or title of the mandate"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,ID,"Unique ID for the quantitative goal record"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,ParentID,"Parent identifier linking to the main mandate"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,ProjectID,"Identifier for the related project"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,سال_پنجم,"Target value or progress for the fifth year"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,در_صورت_داشتن_هدف_کمی__میزان_تحقق_در_سال_اول_,"Realization rate in the first year, if a quantitative goal is defined"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,سال_چهارم,"Target value or progress for the fourth year"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,سال_دوم,"Target value or progress for the second year"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,سال_سوم,"Target value or progress for the third year"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,ID,"Unique ID for the custodian unit/deputy record"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,ParentID,"Parent identifier linking to the main mandate"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,ProjectID,"Identifier for the related project"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,واحد_همکار,"Name of the collaborating organizational unit"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,واحد_همکار_درون_سازمانی_,"Internal organizational unit designated as a collaborator"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,دستگاه_متولی_برون_سازمانی_,"External governmental or private body serving as the custodian"
Report.vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,واحد_اصلی,"The main organizational unit responsible for the mandate"
Report.vw_FB_فرم_آپلود_فایل,ID,"Unique ID for the file upload form submission"
Report.vw_FB_فرم_آپلود_فایل,ParentID,"Identifier of the parent record for the uploaded file"
Report.vw_FB_فرم_آپلود_فایل,ProjectID,"Identifier for the related project"
Report.vw_FB_فرم_آپلود_فایل,نام_و_نام_خانوادگی,"Full name (First and Last name) of the uploader"
Report.vw_FB_فرم_اقای_احمدی,ID,"Unique ID for Mr. Ahmadi's custom form record"
Report.vw_FB_فرم_اقای_احمدی,ParentID,"Parent identifier for hierarchical records in the form"
Report.vw_FB_فرم_اقای_احمدی,ProjectID,"Identifier for the related project"
Report.vw_FB_فرم_اقای_احمدی,متن,"Text content or description entered in the form"
Report.vw_FB_فرم_اقای_احمدی#child,ID,"Unique ID for the child record in Mr. Ahmadi's form"
Report.vw_FB_فرم_اقای_احمدی#child,ParentID,"Identifier linking to the parent form record"
Report.vw_FB_فرم_اقای_احمدی#child,ProjectID,"Identifier for the related project"
Report.vw_FB_فرم_اقای_احمدی#child,میزان_تحقق_,"Realization rate or achievement percentage for this sub-item"
Report.vw_FB_فرم_برنامه_هفتم,ID,"Unique ID for the 7th Progress Plan form submission"
Report.vw_FB_فرم_برنامه_هفتم,ParentID,"Parent identifier linking to higher-level plan entities"
Report.vw_FB_فرم_برنامه_هفتم,ProjectID,"Identifier for the related project"
Report.vw_FB_فرم_برنامه_هفتم,واحد_همکار_درون_سازمانی_,"Internal organizational unit collaborating on the plan"
Report.vw_FB_فرم_برنامه_هفتم,توضیحات_,"Additional descriptions or comments regarding the plan"
Report.vw_FB_فرم_برنامه_هفتم,متن_حکم,"Text of the specific decree or mandate within the plan"
Report.vw_FB_فرم_برنامه_هفتم,موضوع_,"Subject matter or topic of the mandate"
Report.vw_FB_فرم_برنامه_هفتم,در_صورت_داشتن_برنامه_عملیاتی_,"Details on the operational plan, if applicable"
Report.vw_FB_فرم_برنامه_هفتم,اصلی_,"Flag indicating if this is the primary or main mandate"
Report.vw_FB_فرم_برنامه_هفتم,همکار_,"Flag indicating if this is a collaborative mandate"
Report.vw_FB_فرم_برنامه_هفتم,دستگاه_متولی_برون_سازمانی_,"External custodian or responsible agency for the mandate"
Report.vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,ID,"Unique ID for the mandate performance evaluation record"
Report.vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,ParentID,"Parent identifier linking to the 7th Plan form"
Report.vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,ProjectID,"Identifier for the related project"
Report.vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,زمان_اقدام,"Date or timeframe when the action was taken"
Report.vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,واحد_سنجش,"Unit of measurement used for assessing performance"
Report.vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,خروجی_مورد_انتظار_,"The expected output or deliverable of the mandate"
Report.vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,میزان_تحقق_خروجی,"Percentage or rate of achievement for the expected output"
Report.vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,اقدامات_آتی,"Planned future actions to achieve the mandate goals"
Report.vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,شرح_اقدامات_حوزه_همکار_,"Detailed description of actions taken by the collaborating unit"
Report.vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,موانع_اجرایی,"Executive obstacles or challenges hindering progress"
Report.vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,شرح_اقدامات_حوزه_متولی_,"Detailed description of actions taken by the custodian unit"
Report.vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,ID,"Unique ID for the operational plan title record"
Report.vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,ParentID,"Parent identifier linking to the 7th Plan form"
Report.vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,ProjectID,"Identifier for the related project"
Report.vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,شرح_فعالیت,"Detailed description of the activity within the operational plan"
Report.vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,خروجی,"Tangible output or result of the activity"
Report.vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,زمان_پایان,"Scheduled end time or deadline for the activity"
Report.vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,عنوان_برنامه_عملیاتی,"Title of the operational plan"
Report.vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,درصد_پیشرفت,"Percentage of progress achieved in the operational plan"
Report.vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,زمان_شروع_,"Scheduled start time for the activity"
Report.vw_FB_فرم_برنامه_هفتم#هدف_کمی,ID,"Unique ID for the quantitative goal entry"
Report.vw_FB_فرم_برنامه_هفتم#هدف_کمی,ParentID,"Parent identifier linking to the 7th Plan form"
Report.vw_FB_فرم_برنامه_هفتم#هدف_کمی,ProjectID,"Identifier for the related project"
Report.vw_FB_فرم_برنامه_هفتم#هدف_کمی,میزان_تحقق_,"Realization rate or completion percentage of the quantitative target"
Report.vw_Invoice,InvoiceKey,"Unique primary key for the invoice record"
Report.vw_Invoice,ContractPK,"Primary key referencing the associated contract"
Report.vw_Invoice,ContractTitle,"Title of the associated contract"
Report.vw_Invoice,InvoiceNumber,"Official invoice identification number"
Report.vw_Invoice,DateReceived,"Date when the invoice was received"
Report.vw_Invoice,DateIssued,"Date when the invoice was issued to the client/by the contractor"
Report.vw_Invoice,Amount,"Total gross monetary amount of the invoice"
Report.vw_Invoice,PreviousAccepted,"Cumulative amount accepted from previous invoices on this contract"
Report.vw_Invoice,FinalAcceptedAmount,"Final approved net amount to be paid for this invoice"
Report.vw_Invoice,CBSID,"Identifier for the associated Cost Breakdown Structure node"
Report.vw_Invoice,CBSName,"Name of the associated Cost Breakdown Structure node"
Report.vw_Invoice,ValueAddedTax,"Amount of Value Added Tax (VAT) applied to the invoice"
Report.vw_Invoice,IsInvoiceBalance,"Boolean flag indicating if this is a balancing or finalizing invoice"
Report.vw_Invoice,BalanceInvoiceNumber,"Reference number to a related balancing invoice, if applicable"
Report.vw_Issues,IssueID,"Unique identifier for the reported issue"
Report.vw_Issues,OrganizationUnitID,"Identifier of the organizational unit where the issue occurred or is assigned"
Report.vw_Issues,IssuesTitle,"Short descriptive title of the issue"
Report.vw_Issues,Description,"Detailed explanation of the issue"
Report.vw_Issues,ActionDescription,"Description of the action taken or required to resolve the issue"
Report.vw_Issues,Severity,"Severity or priority level of the issue (e.g., High, Medium, Low)"
Report.vw_Issues,IdentificationDate,"Date when the issue was first identified"
Report.vw_Issues,DueDate,"Deadline for resolving the issue"
Report.vw_Issues,Resolution,"Details of how the issue was resolved"
Report.vw_Issues,AssignedUserDetailsUserName,"Username of the individual assigned to handle the issue"
Report.vw_Issues,AssignedUserDetailsFirstName,"First name of the assigned user"
Report.vw_Issues,AssignedUserDetailsLastName,"Last name of the assigned user"
Report.vw_Issues,IssueStatus,"Current state of the issue (e.g., Open, In Progress, Closed)"
Report.vw_Issues,CreatorUserDetailsUserName,"Username of the individual who reported/created the issue"
Report.vw_Issues,CreatorUserDetailsFirstName,"First name of the issue creator"
Report.vw_Issues,CreatorUserDetailsLastName,"Last name of the issue creator"
Report.vw_Issues,LastModifierUserDetailsUserName,"Username of the last individual to update the issue"
Report.vw_Issues,LastModifierUserDetailsFirstName,"First name of the last modifier"
Report.vw_Issues,LastModifierUserDetailsLastName,"Last name of the last modifier"
Report.vw_Issues,ProjectID,"Identifier for the project related to the issue"
Report.vw_Issues,ProjectName,"Name of the project related to the issue"
Report.vw_Issues,IssueCategory,"Classification or category grouping for the issue"
Report.vw_Issues,AssignedUserDetailsFullName,"Full name of the user assigned to the issue"
Report.vw_Issues,CreatorUserDetailsFullName,"Full name of the user who created the issue"
Report.vw_Issues,LastModifierUserDetailsFullName,"Full name of the user who last modified the issue"
Report.vw_Issues,ReferCount,"Number of times the issue has been referred or reassigned"
Report.vw_Issues,ResponsibleStakeholder,"Stakeholder or entity ultimately responsible for resolving the issue"
Report.vw_OrganizationUnit,StakeholderID,"Identifier linking the organizational unit to a stakeholder entity"
Report.vw_OrganizationUnit,OrganizationUnitTitle,"Official title or name of the organizational unit/department"
Report.vw_OrganizationUnit,ParentID,"Identifier of the parent organizational unit (for hierarchy)"
Report.vw_OrganizationUnit,ProgProgress,"Programmed or planned progress for the organizational unit's portfolio"
Report.vw_OrganizationUnit,ActualProgress,"Actual measured progress for the organizational unit's portfolio"
Report.vw_OrganizationUnitType,OrganizationUnitTypeID,"Unique identifier for the type/category of the organizational unit"
Report.vw_OrganizationUnitType,OrganizationUnitTypeTitle,"Title of the organizational unit type (e.g., Department, Division, Subsidiary)"
Report.vw_OrganUnitScurve,FromDate,"Start date for the specific S-Curve period for the organizational unit"
Report.vw_OrganUnitScurve,Todate,"End date for the specific S-Curve period for the organizational unit"
Report.vw_OrganUnitScurve,OrganizationUnitTitle,"Name of the organizational unit the S-Curve relates to"
Report.vw_OrganUnitScurve,ParentId,"Identifier of the parent organizational unit"
Report.vw_OrganUnitScurve,PlanProgress,"Planned percentage progress on the S-Curve at this date"
Report.vw_OrganUnitScurve,ActualProgress,"Actual percentage progress on the S-Curve at this date"
Report.vw_OrganUnitScurve,TimePeriodtxt,"Text description of the time period (e.g., Q1 2023, Jan 2024)"
Report.vw_Payments,PaymentID,"Unique identifier for the payment transaction"
Report.vw_Payments,OrganizationUnitID,"Identifier of the organizational unit making or receiving the payment"
Report.vw_Payments,OrganUnitName,"Name of the relevant organizational unit"
Report.vw_Payments,ParentID,"Parent identifier, if payment is split or hierarchical"
Report.vw_Payments,DocumentNumber,"Financial document or receipt number for the payment"
Report.vw_Payments,PaymentDate,"Date the payment was executed"
Report.vw_Payments,Amount,"Monetary amount of the payment"
Report.vw_Payments,CurrencyName,"Currency in which the payment was made (e.g., USD, IRR)"
Report.vw_Payments,InvoiceID,"Identifier of the invoice being paid"
Report.vw_Payments,InvoiceNumber,"Number of the invoice being paid"
Report.vw_Payments,ProjectID,"Identifier of the project associated with the payment"
Report.vw_Payments,ProjectName,"Name of the project associated with the payment"
Report.vw_Payments,CBSID,"Identifier for the related Cost Breakdown Structure node"
Report.vw_Payments,CBSName,"Name of the related Cost Breakdown Structure node"
Report.vw_Payments,ContractID,"Identifier for the related contract"
Report.vw_Payments,CostCenterName,"Name of the cost center the payment is attributed to"
Report.vw_Payments,PaymentBehalfName,"Name of the entity or person on whose behalf the payment was made"
Report.vw_Payments,PaymentTypeName,"Categorization of the payment (e.g., Advance, Progress Payment, Final)"
Report.vw_Photos,PhotoID,"Unique identifier for the project photograph"
Report.vw_Photos,ProjectID,"Identifier for the project the photo belongs to"
Report.vw_Photos,PhotoValue,"Binary data, file path, or URL of the actual photo"
Report.vw_PlanHistory,PlanHistoryID,"Unique identifier for the historical baseline or plan snapshot"
Report.vw_PlanHistory,ProjectName,"Name of the project related to this plan version"
Report.vw_PlanHistory,WBSID,"Identifier for the related Work Breakdown Structure element"
Report.vw_PlanHistory,wbsName,"Name of the related Work Breakdown Structure element"
Report.vw_PlanHistory,ProjectPlanID,"Identifier linking to the specific project plan version"
Report.vw_PlanHistory,ProjectPlanName,"Title or name of the specific project plan version"
Report.vw_PlanHistory,CreationTime,"Timestamp when this plan history snapshot was created"
Report.vw_PlanHistory,PlanStartDate,"Planned start date for the WBS element in this specific plan version"
Report.vw_PlanHistory,PlanEndDate,"Planned end date for the WBS element in this specific plan version"
Report.vw_ProjectGroup,ProjectGroupID,"Unique identifier for a portfolio or group of projects"
Report.vw_ProjectGroup,ProjectGroupName,"Name of the project portfolio or group"
Report.vw_ProjectGroupScurve,DateType,"Type of date grouping (e.g., Monthly, Weekly) for the S-Curve"
Report.vw_ProjectGroupScurve,FromDate,"Start date of the interval for the group S-Curve"
Report.vw_ProjectGroupScurve,ToDate,"End date of the interval for the group S-Curve"
Report.vw_ProjectGroupScurve,PlanProgress,"Planned incremental progress for the group during this interval"
Report.vw_ProjectGroupScurve,ActualProgress,"Actual incremental progress for the group during this interval"
Report.vw_ProjectGroupScurve,PlanCommulative,"Cumulative planned progress for the group up to this interval"
Report.vw_ProjectGroupScurve,ActualCommulative,"Cumulative actual progress for the group up to this interval"
Report.vw_ProjectGroupScurve,ProjectGroupID,"Identifier for the associated project group/portfolio"
Report.vw_ProjectGroupScurve,TimePeriod,"Description of the time period for the S-Curve data point"
Report.vw_ProjectMonthlyReport,ProjectMonthlyReportID,"Unique identifier for the monthly project report document"
Report.vw_ProjectMonthlyReport,ProjectID,"Identifier for the project being reported on"
Report.vw_ProjectMonthlyReport,ProjectName,"Name of the project being reported on"
Report.vw_ProjectMonthlyReport,StatusTitle,"Overall health or status title of the project for the month"
Report.vw_ProjectMonthlyReport,CreationTime,"Timestamp when the monthly report was generated"
Report.vw_ProjectMonthlyReport,DoneWorkTitle,"Summary title of the work completed during the month"
Report.vw_ProjectMonthlyReport,DoneWorkWorkDescription,"Detailed description of activities and tasks completed during the month"
Report.vw_ProjectMonthlyReport,FutureWorkTitle,"Summary title of the work planned for the upcoming month"
Report.vw_ProjectMonthlyReport,FutureWorkDescription,"Detailed description of tasks scheduled for the next reporting period"
Report.vw_ProjectMonthlyReport,IsDone,"Boolean indicating if the report is finalized or formally closed"
Report.vw_ProjectMonthlyReport,ReportNumber,"Sequential or official document number of the report"
Report.vw_ProjectPlan,ProjectPlanID,"Unique identifier for the project schedule/plan version (e.g., Baseline)"
Report.vw_ProjectPlan,ProjectPlanName,"Name of the project plan version (e.g., Initial Baseline, Revised Plan 1)"
Report.vw_ProjectPlan,ProjectID,"Identifier for the associated project"
Report.vw_ProjectPlan,ProjectName,"Name of the associated project"
Report.vw_ProjectPlan,isDefault,"Boolean indicating if this is the active/default plan for calculations"
Report.vw_ProjectPlanProgress,ProjectID,"Identifier for the project"
Report.vw_ProjectPlanProgress,ProjectName,"Name of the project"
Report.vw_ProjectPlanProgress,Date,"Cut-off date for the progress measurement"
Report.vw_ProjectPlanProgress,ActualProgress,"Actual physical completion percentage recorded on this date"
Report.vw_ProjectPlanProgress,PlanProgress,"Planned physical completion percentage for this date"
Report.vw_Projects,ProjectId,"Unique primary identifier for the project"
Report.vw_Projects,OrganizationUnitID,"Identifier of the organizational unit managing the project"
Report.vw_Projects,PMFullName,"Full name of the Project Manager"
Report.vw_Projects,PMUserName,"System username of the Project Manager"
Report.vw_Projects,Client,"Name of the client or owner organization for the project"
Report.vw_Projects,Contractor,"Name of the primary contractor executing the project"
Report.vw_Projects,Supervisor,"Name of the supervising entity or engineer"
Report.vw_Projects,ContractNo,"Official contract number associated with the primary project contract"
Report.vw_Projects,ProjectNO,"Internal company reference number for the project"
Report.vw_Projects,ContractSubject,"Subject or core deliverable defined in the project's contract"
Report.vw_Projects,CreatedBy,"User who created the project record in the system"
Report.vw_Projects,LastModifiedBy,"User who last updated the project record"
Report.vw_Projects,CreationTime,"Timestamp when the project record was created"
Report.vw_Projects,CreationTime_J,"Creation timestamp in the Jalali (Persian) calendar"
Report.vw_Projects,LastModificationTime,"Timestamp when the project record was last modified"
Report.vw_Projects,LastModificationTime_J,"Last modification timestamp in the Jalali (Persian) calendar"
Report.vw_Projects,ProjectAdmin,"Name or username of the project administrator/coordinator"
Report.vw_Projects,DefaultLocation_CityID,"Identifier for the city where the project is primarily located"
Report.vw_Projects,Location_Latitude,"Geographical latitude of the project site"
Report.vw_Projects,Location_Longtitude,"Geographical longitude of the project site"
Report.vw_Projects,Consultant,"Name of the primary consulting firm engaged on the project"
Report.vw_Projects,DefaultLocationID,"Identifier for the standard geographic location of the project"
Report.vw_Projects,LocationTitle,"Text description of the project location"
Report.vw_Projects,ProjectName,"Official name or title of the project"
Report.vw_Projects,ProjectTypeKEY,"Categorization key defining the type of project (e.g., EPC, IT, Construction)"
Report.vw_Projects,ProjectStatusName,"Current execution phase or status of the project (e.g., Active, On Hold)"
Report.vw_Projects,OrganizationUnitName,"Name of the organizational unit managing the project"
Report.vw_Projects,ActualProgress,"Overall actual completion percentage of the project"
Report.vw_Projects,PlanProgress,"Overall planned completion percentage of the project"
