TABLE_NAME,Column_Name,Description,Confidence_Score
vw_Contracts,تضمین انجام تعهدات,"Performance guarantee details or amount",100
vw_Contracts,شماره طرف قرارداد,"Contractor or third-party reference number",95
vw_Contracts,شماره فرم گردش قرارداد,"Contract workflow/circulation form number",95
vw_Contracts,مدت دوره تضمین - فرم گردش قرارداد,"Warranty or guarantee period duration from workflow form",95
vw_Contracts,نام کارگاه - فرم گردش قراداد,"Workshop or site name derived from the workflow form",95
vw_DataFormItem,DataFormItemKEY,"Primary key for the Data Form Item (Work package/Task)",100
vw_DataFormItem,WBSID,"Associated WBS ID",100
vw_DataFormItem,WeightOfWhole,"Weight of this item relative to the whole project",100
vw_DataFormItem,ProjectKey,"Foreign key to the project",100
vw_DataFormItem,ProjectName,"Name of the project",100
vw_DataFormItem,DataFormItemPK,"Primary key (alternative/duplicate) for Data Form Item",95
vw_DataFormItem,DataFormItemTitle,"Title of the data form item or task",100
vw_DataFormItem,Duration,"Task or item duration",100
vw_DataFormItem,DurationUnit,"Unit of duration (e.g., Days, Hours)",100
vw_DataFormItem,ActualStartDateKEY,"Key/ID for the actual start date",90
vw_DataFormItem,ActualStartDate_Year,"Actual start date - Year",100
vw_DataFormItem,ActualStartDate_Month,"Actual start date - Month",100
vw_DataFormItem,ActualStartDate_Day,"Actual start date - Day",100
vw_DataFormItem,ActualStartDate_PersianDate,"Actual start date in Persian calendar",100
vw_DataFormItem,ActualStartDate_MiladiDate,"Actual start date in Gregorian calendar",100
vw_DataFormItem,ActualEndDateKEY,"Key/ID for the actual end date",90
vw_DataFormItem,ActualEndDate_Year,"Actual end date - Year",100
vw_DataFormItem,ActualEndDate_Month,"Actual end date - Month",100
vw_DataFormItem,ActualEndDate_Day,"Actual end date - Day",100
vw_DataFormItem,ActualEndDate_PersianDate,"Actual end date in Persian calendar",100
vw_DataFormItem,ActualEndDate_MiladiDate,"Actual end date in Gregorian calendar",100
vw_DataFormItem,PlanStartDateKEY,"Key/ID for the planned start date",90
vw_DataFormItem,PlanStartDate_Year,"Planned start date - Year",100
vw_DataFormItem,PlanStartDate_Month,"Planned start date - Month",100
vw_DataFormItem,PlanStartDate_Day,"Planned start date - Day",100
vw_DataFormItem,PlanStartDate_PersianDate,"Planned start date in Persian calendar",100
vw_DataFormItem,PlanStartDate_MiladiDate,"Planned start date in Gregorian calendar",100
vw_DataFormItem,PlanEndDateKEY,"Key/ID for the planned end date",90
vw_DataFormItem,PlanEndDate_Year,"Planned end date - Year",100
vw_DataFormItem,PlanEndDate_Month,"Planned end date - Month",100
vw_DataFormItem,PlanEndDate_Day,"Planned end date - Day",100
vw_DataFormItem,PlanEndDate_PersianDate,"Planned end date in Persian calendar",100
vw_DataFormItem,PlanEndDate_MiladiDate,"Planned end date in Gregorian calendar",100
vw_DataFormItem,ActualProgress,"Actual completion percentage",100
vw_DataFormItem,PlanProgress,"Planned completion percentage",100
vw_DataFormItem,DisciplineName,"Engineering or execution discipline (e.g., Civil, Mechanical)",100
vw_DataFormItem,DFITypeName,"Data Form Item Type Name",95
vw_DataFormItem,WorkflowModelName,"Name of the workflow model driving this item",100
vw_DataFormItem,حجم,"Volume or physical quantity of work",100
vw_DataFormItem,اختصار حجم,"Abbreviation of the volume or quantity dimension",90
vw_DataFormItem,واحد حجم,"Unit of measurement for the volume (e.g., m3, kg)",100
vw_DataFormItem,SubProjectID,"Foreign key to a sub-project if applicable",100
vw_DataFormItem,AssignedUsers,"Users assigned to complete this item",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#برنامه_عملیاتی_,ID,"Form Builder ID for the Operational Plan section",95
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#برنامه_عملیاتی_,ParentID,"Parent ID linking to the main mandate/form",95
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#برنامه_عملیاتی_,ProjectID,"Associated Project ID",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#برنامه_عملیاتی_,در_صورت_داشتن_برنامه_عملیاتی,"Details of the operational plan (if it exists)",95
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,ID,"Form Builder ID for the Mandate Specification section",95
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,ParentID,"Parent ID",95
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,ProjectID,"Associated Project ID",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,متن_حکم,"The official text of the legal/executive mandate",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,شناسه_حکم,"Official ID or code of the mandate",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#شناسنامه_حکم,موضوع_,"Subject or topic of the mandate",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,ID,"Form Builder ID for the Quantitative Goal section",95
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,ParentID,"Parent ID",95
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,ProjectID,"Associated Project ID",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,سال_پنجم,"Target or performance goal for the Fifth Year",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,در_صورت_داشتن_هدف_کمی__میزان_تحقق_در_سال_اول_,"Realization amount in the First Year, if a quantitative goal exists",95
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,سال_چهارم,"Target or performance goal for the Fourth Year",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,سال_دوم,"Target or performance goal for the Second Year",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#هدف_کمی,سال_سوم,"Target or performance goal for the Third Year",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,ID,"Form Builder ID for Sponsoring Unit section",95
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,ParentID,"Parent ID",95
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,ProjectID,"Associated Project ID",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,واحد_همکار,"Collaborating organizational unit",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,واحد_همکار_درون_سازمانی_,"Internal collaborating organizational unit",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,دستگاه_متولی_برون_سازمانی_,"External sponsoring/responsible agency",100
vw_FB_شناسنامه_احکام_و_گزارش_عملکرد_سازمان_تامین_اجتماعی_در_برنامه_هفتم_پیشرفت#واحد_متولی_معاونت,واحد_اصلی,"Main responsible organizational unit",100
vw_FB_فرم_آپلود_فایل,ID,"Form Builder ID for the file upload form",95
vw_FB_فرم_آپلود_فایل,ParentID,"Parent ID for the file upload form",95
vw_FB_فرم_آپلود_فایل,ProjectID,"Associated Project ID",100
vw_FB_فرم_آپلود_فایل,نام_و_نام_خانوادگی,"Full name of the person uploading the file",100
vw_FB_فرم_اقای_احمدی,ID,"Form Builder ID for Mr. Ahmadi's custom form",95
vw_FB_فرم_اقای_احمدی,ParentID,"Parent ID for the custom form",95
vw_FB_فرم_اقای_احمدی,ProjectID,"Associated Project ID",100
vw_FB_فرم_اقای_احمدی,متن,"Text content inside the custom form",100
vw_FB_فرم_اقای_احمدی#child,ID,"Child ID for the custom form sub-table",95
vw_FB_فرم_اقای_احمدی#child,ParentID,"Parent ID mapping to the main record",95
vw_FB_فرم_اقای_احمدی#child,ProjectID,"Associated Project ID",100
vw_FB_فرم_اقای_احمدی#child,میزان_تحقق_,"Realization or fulfillment rate/amount logged in this child record",100
vw_FB_فرم_برنامه_هفتم,ID,"Form Builder ID for the 7th Development Plan form",95
vw_FB_فرم_برنامه_هفتم,ParentID,"Parent ID",95
vw_FB_فرم_برنامه_هفتم,ProjectID,"Associated Project ID",100
vw_FB_فرم_برنامه_هفتم,واحد_همکار_درون_سازمانی_,"Internal collaborating unit",100
vw_FB_فرم_برنامه_هفتم,توضیحات_,"Descriptions or general remarks",100
vw_FB_فرم_برنامه_هفتم,شناسه_حکم,"Mandate Identifier Code",100
vw_FB_فرم_برنامه_هفتم,متن_حکم,"Text of the mandate",100
vw_FB_فرم_برنامه_هفتم,موضوع_,"Subject of the program",100
vw_FB_فرم_برنامه_هفتم,در_صورت_داشتن_برنامه_عملیاتی_,"Details if an operational plan exists",95
vw_FB_فرم_برنامه_هفتم,اصلی_,"Flag or field for the primary stakeholder",95
vw_FB_فرم_برنامه_هفتم,همکار_,"Flag or field for the collaborating stakeholder",95
vw_FB_فرم_برنامه_هفتم,دستگاه_متولی_برون_سازمانی_,"External sponsoring agency",100
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,ID,"Form Builder ID for Mandate Performance section",95
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,ParentID,"Parent ID",95
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,ProjectID,"Associated Project ID",100
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,زمان_اقدام,"Time or deadline for the action taken",100
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,واحد_سنجش,"Unit of measurement for performance",100
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,خروجی_مورد_انتظار_,"Expected output or deliverable",100
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,میزان_تحقق_خروجی,"Actual realization rate of the output",100
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,اقدامات_آتی,"Planned future actions",100
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,شرح_اقدامات_حوزه_همکار_,"Description of actions taken by the collaborating unit",100
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,موانع_اجرایی,"Executive obstacles or roadblocks encountered",100
vw_FB_فرم_برنامه_هفتم#عملکرد_حکم,شرح_اقدامات_حوزه_متولی_,"Description of actions taken by the sponsoring unit",100
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,ID,"Form Builder ID for the Operational Plan Title section",95
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,ParentID,"Parent ID",95
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,ProjectID,"Associated Project ID",100
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,شرح_فعالیت,"Description of the operational activity",100
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,خروجی,"Output of the operational activity",100
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,زمان_پایان,"End date/time of the activity",100
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,عنوان_برنامه_عملیاتی,"Title of the operational plan",100
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,درصد_پیشرفت,"Progress percentage of the activity",100
vw_FB_فرم_برنامه_هفتم#عنوان_برنامه_عملیاتی,زمان_شروع_,"Start date/time of the activity",100
vw_FB_فرم_برنامه_هفتم#هدف_کمی,ID,"Form Builder ID for the Quantitative Goals section",95
vw_FB_فرم_برنامه_هفتم#هدف_کمی,ParentID,"Parent ID",95
vw_FB_فرم_برنامه_هفتم#هدف_کمی,ProjectID,"Associated Project ID",100
vw_FB_فرم_برنامه_هفتم#هدف_کمی,میزان_تحقق_,"Realization or fulfillment amount for the quantitative goal",100
vw_Invoice,InvoiceKey,"Primary key for the Invoice record",100
vw_Invoice,ContractPK,"Foreign key to the associated contract",100
vw_Invoice,ContractTitle,"Title of the associated contract",100
vw_Invoice,InvoiceNumber,"Invoice serial number",100
vw_Invoice,DateReceivedKEY,"Key/ID for the date the invoice was received",90
vw_Invoice,DateReceived,"Gregorian date the invoice was received",100
vw_Invoice,DateReceived_JalaliDate,"Jalali date the invoice was received",100
vw_Invoice,DateReceived_JalaliDay,"Jalali day the invoice was received",100
vw_Invoice,DateReceived_JalaliMonth,"Jalali month the invoice was received",100
vw_Invoice,DateReceived_JalaliYear,"Jalali year the invoice was received",100
vw_Invoice,DateIssuedKEY,"Key/ID for the date the invoice was issued",90
vw_Invoice,DateIssued,"Gregorian date the invoice was issued",100
vw_Invoice,DateIssued_JalaliDate,"Jalali date the invoice was issued",100
vw_Invoice,DateIssued_JalaliDay,"Jalali day the invoice was issued",100
vw_Invoice,DateIssued_JalaliMonth,"Jalali month the invoice was issued",100
vw_Invoice,DateIssued_JalaliYear,"Jalali year the invoice was issued",100
vw_Invoice,Amount,"Invoice amount before deductions",100
vw_Invoice,PreviousAccepted,"Previously accepted invoice amounts on this contract",95
vw_Invoice,FinalAcceptedAmount,"The final approved amount to be paid for this invoice",100
vw_Invoice,CBSPK,"Foreign key to the Cost Breakdown Structure element",100
vw_Invoice,CBSName,"Name of the Cost Breakdown Structure element",100
vw_Invoice,ValueAddedTax,"Value Added Tax (VAT) applied to the invoice",100
vw_Invoice,IsBalance,"Boolean indicating if this is a balancing/settlement invoice",90
vw_Invoice,BalanceManualNumber,"Manual reference number for the balance/settlement",90
vw_Issues,IssuesKEY,"Primary key for the Project Issue",100
vw_Issues,OrganizationUnitID,"Foreign key to the reporting Organizational Unit",100
vw_Issues,OrganUnitName,"Name of the reporting Organizational Unit",100
vw_Issues,ParentID,"ID of the parent issue (if part of a hierarchy)",95
vw_Issues,IssuesTitle,"Title or subject of the project issue",100
vw_Issues,Description,"Detailed description of the issue",100
vw_Issues,ActionDescription,"Description of actions taken or needed to resolve the issue",100
vw_Issues,Severity,"Severity or critical level of the issue",100
vw_Issues,IdentificationDate_GeorgianDate,"Date the issue was identified (Gregorian)",100
vw_Issues,IdentificationDate_JalaliDate,"Date the issue was identified (Jalali)",100
vw_Issues,IdentificationDate_JalaliYear,"Year the issue was identified (Jalali)",100
vw_Issues,IdentificationDate_JalaliMonth,"Month the issue was identified (Jalali)",100
vw_Issues,IdentificationDate_JalaliDay,"Day the issue was identified (Jalali)",100
vw_Issues,DueDate_GeorgianDate,"Due date for resolving the issue (Gregorian)",100
vw_Issues,DueDate_JalaliDate,"Due date for resolving the issue (Jalali)",100
vw_Issues,DueDate_JalaliYear,"Due year for resolving the issue (Jalali)",100
vw_Issues,DueDate_JalaliMonth,"Due month for resolving the issue (Jalali)",100
vw_Issues,DueDate_JalaliDay,"Due day for resolving the issue (Jalali)",100
vw_Issues,Resolution,"Resolution provided to close the issue",100
vw_Issues,AssignedTo,"Foreign key/username of the person assigned to fix the issue",100
vw_Issues,CategoryPK,"Foreign key to the issue category",100
vw_Issues,CreatedByKEY,"User ID who logged the issue",100
vw_Issues,LastModifiedByKEY,"User ID who last updated the issue",100
vw_Issues,AssignedUserDetailsUserName,"Username of the assigned individual",100
vw_Issues,AssignedUserDetailsFirstName,"First name of the assigned individual",100
vw_Issues,AssignedUserDetailsLastName,"Last name of the assigned individual",100
vw_Issues,ProjectIssueStatusName,"Textual name of the current issue status",100
vw_Issues,CreatorUserDetailsUserName,"Username of the creator",100
vw_Issues,CreatorUserDetailsFirstName,"First name of the creator",100
vw_Issues,CreatorUserDetailsLastName,"Last name of the creator",100
vw_Issues,LastModifierUserDetailsUserName,"Username of the last modifier",100
vw_Issues,LastModifierUserDetailsFirstName,"First name of the last modifier",100
vw_Issues,LastModifierUserDetailsLastName,"Last name of the last modifier",100
vw_Issues,ProjectPK,"Foreign key to the related project",100
vw_Issues,StatusPK,"Foreign key to the issue status",100
vw_Issues,DateTypePK,"Foreign key to the date type classification",85
vw_Issues,ProjectName,"Name of the related project",100
vw_Issues,ProjectIssueCategoriesTitle,"Title of the issue category",100
vw_Issues,Name,"General name field (potentially reporter or component)",85
vw_Issues,ProjectStatusPK,"Foreign key to the project's overall status",100
vw_Issues,AssignedUserDetailsFullName,"Full name of the assigned user",100
vw_Issues,CreatorUserDetailsFullName,"Full name of the creator",100
vw_Issues,LastModifierUserDetailsFullName,"Full name of the last modifier",100
vw_Issues,ReferCount,"Number of times this issue was referred or escalated",90
vw_Issues,StakeholderName,"Name of the stakeholder impacted or reporting",100
vw_OrganizationUnit,StakeholderID,"Foreign key to the associated stakeholder",100
vw_OrganizationUnit,OrganizationUnitTitle,"Title or name of the organizational unit",100
vw_OrganizationUnit,ParentID,"Parent organizational unit ID for hierarchy mapping",100
vw_OrganizationUnit,ProgProgress,"Planned program progress for the org unit",95
vw_OrganizationUnit,ActualProgress,"Actual measured progress for the org unit",100
vw_OrganizationUnitType,OrganizationUnitTypeKEY,"Primary key for the Organizational Unit Type",100
vw_OrganizationUnitType,OrganizationUnitTypeTitle,"Title of the Organizational Unit Type (e.g., Department, Division)",100
vw_OrganUnitScurve,jFromDate,"Jalali start date for the S-Curve period",100
vw_OrganUnitScurve,jTodate,"Jalali end date for the S-Curve period",100
vw_OrganUnitScurve,GFromDate,"Gregorian start date for the S-Curve period",100
vw_OrganUnitScurve,GTodate,"Gregorian end date for the S-Curve period",100
vw_OrganUnitScurve,Orgid,"Foreign key to the Organizational Unit",100
vw_OrganUnitScurve,OrgTitle,"Name of the Organizational Unit",100
vw_OrganUnitScurve,ParentId,"Parent ID of the Organizational Unit",100
vw_OrganUnitScurve,Prog,"Planned Progress (S-Curve line)",100
vw_OrganUnitScurve,Actual,"Actual Progress (S-Curve line)",100
vw_OrganUnitScurve,TimePeriod,"Identifier for the time interval",95
vw_OrganUnitScurve,TimePeriodtxt,"Textual description of the time interval",95
vw_Payments,PaymentKEY,"Primary key for the payment record",100
vw_Payments,OrganizationUnitPK,"Foreign key to the paying/requesting Org Unit",100
vw_Payments,OrganUnitName,"Name of the Org Unit",100
vw_Payments,ParentPK,"Parent payment ID if part of a split payment",90
vw_Payments,DocumentNumber,"Financial document or receipt number",100
vw_Payments,PaiementDateKEY,"Key/ID for the date of payment",90
vw_Payments,Amount,"Amount paid",100
vw_Payments,CurrencyName,"Currency in which payment was made",100
vw_Payments,InvoicePK,"Foreign key to the associated invoice",100
vw_Payments,InvoiceNumber,"Invoice number associated with the payment",100
vw_Payments,ProjectPK,"Foreign key to the project",100
vw_Payments,ProjectName,"Name of the project",100
vw_Payments,CBSPK,"Foreign key to the Cost Breakdown Structure node",100
vw_Payments,CBSName,"Name of the Cost Breakdown Structure node",100
vw_Payments,ContractPK,"Foreign key to the contract",100
vw_Payments,ContractTitle,"Title of the contract",100
vw_Payments,ContractJalaliDate,"Contract signature date in Jalali",100
vw_Payments,ContractJalaliYear,"Contract signature year in Jalali",100
vw_Payments,ContractJalaliMonth,"Contract signature month in Jalali",100
vw_Payments,CostCenterPK,"Foreign key to the cost center",100
vw_Payments,CostCenterName,"Name of the cost center",100
vw_Payments,PaymentBehalfPK,"Foreign key identifying who the payment was made on behalf of",95
vw_Payments,PaymentBehalfName,"Name of the party the payment was made on behalf of",95
vw_Payments,PaymentTypePK,"Foreign key defining the payment method/type",100
vw_Payments,PaymentTypeName,"Name of the payment method/type (e.g., Wire, Cheque)",100
vw_Payments,PaymentJalaliDate,"Payment date in Jalali calendar",100
vw_Payments,PaymentJalaliYear,"Payment year in Jalali calendar",100
vw_Payments,PaymentJalaliMonth,"Payment month in Jalali calendar",100
vw_Photos,PhotosPK,"Primary key for the photo record",100
vw_Photos,ProjectPK,"Foreign key to the project associated with the photo",100
vw_Photos,PhotoValue,"Binary data or path to the photo file",100
vw_PlanHistory,PlanHistoryKEY,"Primary key for the project plan history/baseline record",100
vw_PlanHistory,ProjectName,"Name of the project",100
vw_PlanHistory,WBSPK,"Foreign key to the Work Breakdown Structure element",100
vw_PlanHistory,wbsName,"Name of the WBS element",100
vw_PlanHistory,ProjectPlanPK,"Foreign key to the project plan",100
vw_PlanHistory,ProjectPlanName,"Name of the project plan (baseline name)",100
vw_PlanHistory,CreationTime,"Gregorian date/time the baseline/plan history was saved",100
vw_PlanHistory,CreationTime_JalaliDate,"Jalali date the plan history was saved",100
